window_end,M1_LCC,M2_APL,M3_MeanDeg,M4_NCom,M5_Mod,M6_AbsRat,M7_Close,M8_EigMn,M9_EigMx,M10_PCorr
2010-11-11,0.48484848484848486,3.466666666666667,1.3333333333333333,31.0,0.5,0.45794676622124086,0.24919843714190099,0.04291222165432443,0.5306702300515496,-0.019969350555097628
2011-03-18,0.7435897435897436,4.0492610837438425,1.794871794871795,38.0,0.0,0.5457734937865203,0.29095981920039854,0.03626423121467552,0.6224812846452262,-0.01433934485050363
2011-07-27,0.696969696969697,3.897233201581028,1.7575757575757576,32.0,0.0,0.5015279512541589,0.28194085167918703,0.0428575121860893,0.6145491105788953,-0.017728836022930322
2011-12-05,0.7575757575757576,3.18,1.9393939393939394,,,0.6572071355106056,0.3664384048074483,,0.4719051753237735,-0.004636345766971282
2012-04-12,0.6363636363636364,3.0952380952380953,1.5151515151515151,,,0.4869675200324069,0.2766140594399713,,0.4898053234765983,-0.004181973669054934
2012-08-23,0.4411764705882353,3.638095238095238,1.3529411764705883,,,0.46250858556844743,0.2563710576156421,,0.5539329096941462,-0.004251132909402278
2013-01-03,0.5294117647058824,4.588235294117647,1.5294117647058822,31.0,0.6666666666666666,0.44924222618450416,0.30862586657534763,0.04163573811199797,0.5328930402446902,-0.007876803545726825
2013-05-14,0.5,3.6993464052287583,1.2222222222222223,,,0.4826453389123032,0.23826516336565082,,0.48019956302043326,-0.00713856308455342
2013-09-23,0.34375,2.4,1.3125,,,0.44270790496061413,0.13807076706739657,,0.46310985564166535,0.006591741796299403
2014-02-05,0.18181818181818182,1.9333333333333333,0.5454545454545454,32.0,0.0,0.39501233147088416,0.08739482742514688,0.04285710948064236,0.5521314693852283,0.015419207572078285
2014-06-13,0.5483870967741935,3.838235294117647,1.096774193548387,,,0.4439552878411548,0.20540603786691036,,0.5180257242368778,0.002032735255872893
2014-10-24,0.40625,2.871794871794872,1.0,,,0.42331397710679824,0.17880763980499767,,0.6171817419245194,-0.017937550925082063
2015-03-06,0.17647058823529413,2.066666666666667,0.5882352941176471,,,0.39892243248663833,0.07537152806045719,,0.44037037531721873,0.005646990267397911
2015-07-20,0.10714285714285714,1.3333333333333333,0.5714285714285714,,,0.3702813291875169,0.06358342230322907,,0.5848598465382525,-0.000759324524573361
2015-11-25,0.2,2.0,0.64,,,0.41117722926711225,0.05503210678210678,,0.4775248347819008,-0.011633893709710475
2016-04-08,0.28,2.1904761904761907,0.56,,,0.4507827287338439,0.13436554805454815,,0.7071067362010415,-0.01629387477304806
2016-08-18,0.22727272727272727,1.8,0.36363636363636365,,,0.35827373914904653,0.10446673127944694,,0.707106746074598,-0.014248399597745534
2016-12-23,0.34782608695652173,2.642857142857143,0.6956521739130435,21.0,0.0,0.3705829372983925,0.05725570768584021,0.07412590896460107,0.555833220494367,0.011522975584941248
2017-05-05,0.625,2.6315789473684212,1.8125,,,0.51272193982086,0.26525664391963655,,0.4242779228815166,-0.014260419253876935
2017-09-13,0.2222222222222222,1.5,0.6666666666666666,,,0.3392037478502465,0.08347338935574229,,0.5880985116158638,-0.009295078951543826
2018-01-23,0.18181818181818182,1.6666666666666667,0.8181818181818182,,,0.37841236251829485,0.1572260148358619,,0.7071067113467382,-0.012235986880326271
2018-06-04,0.5238095238095238,2.618181818181818,1.1428571428571428,,,0.37692367813159916,0.1681835333577115,,0.6090773168762922,-0.01311888065365166
2018-10-12,0.29411764705882354,2.0,0.9411764705882353,,,0.3242402860068801,0.14407176973353442,,0.5835062852929609,-0.028686535737779198
2019-02-25,0.17647058823529413,1.3333333333333333,0.7058823529411765,,,0.3336507272594677,0.14417345729611653,,0.5122450016724505,-0.004265509821742561
2019-07-08,0.1875,1.3333333333333333,0.5,,,0.3518380333830394,0.1015625,,0.6318436514420975,0.004949351360315742
2019-11-15,0.2777777777777778,1.8,0.7777777777777778,17.0,0.0,0.3384644199941812,0.1364585343945509,0.0785689955741321,0.5100286995921781,-0.014615650562265993
2020-03-30,0.8,2.6333333333333333,2.1,19.0,0.0,0.53558837262249,0.36599461685480683,0.07071226598584043,0.47733427260292577,-0.02678080941901066
2020-08-11,0.2777777777777778,1.8,1.0,,,0.41519558478617535,0.18690992703753195,,0.6240106267862903,-0.008108536502435457
2020-12-16,0.8235294117647058,2.4835164835164836,1.6470588235294117,15.0,0.0,0.4089834317723198,0.37272095963430724,0.10037745252255688,0.5887995008255251,-0.004464183670817312
2021-04-30,0.2777777777777778,2.0,0.6666666666666666,,,0.32261505331031737,0.14110722403279252,,0.6736284033565667,-0.017063919538226804
2021-09-08,0.10526315789473684,1.0,0.3157894736842105,,,0.3334113733578205,0.041423001949317736,,0.49792181806927927,0.021581906165479437
2022-01-19,0.3333333333333333,1.8666666666666667,0.7777777777777778,,,0.35194009435880047,0.14604167633813492,,0.47325731781402475,0.002923015989209777
2022-05-27,0.4583333333333333,2.327272727272727,1.0833333333333333,23.0,0.0,0.46928682736770094,0.21283937740153294,0.05892712186611987,0.5155984213031247,0.011054328124280444
2022-10-07,0.3333333333333333,1.5,0.6666666666666666,,,0.3414231359661074,0.22992840492840486,,0.7071067684961532,-0.07080874624585153
2023-02-20,0.15384615384615385,1.0,0.6153846153846154,12.0,0.0,0.31416826591863856,0.06837606837606837,0.10878840662787628,0.7071067792523612,-0.031807852664113415
2023-07-04,0.2777777777777778,1.8,0.5555555555555556,,,0.35597798697263205,0.09177300549849571,,,-0.025405376780969643
2023-11-09,0.1875,1.3333333333333333,0.75,15.0,0.0,0.37520451315926484,0.2156270638271835,0.08839029330959922,0.7071067314740888,-0.04354400116529645
2024-03-19,0.3684210526315789,2.6666666666666665,0.9473684210526315,,,0.3142785512972955,0.20375289360582335,,0.7042739598986746,-0.031933594542478766
2024-07-30,0.14285714285714285,1.0,0.2857142857142857,,,0.2725226748781933,0.06813186813186813,,0.707106774222185,-0.005905966039464884
2024-12-09,0.29411764705882354,2.0,0.8235294117647058,,,0.34123343537115997,0.14385553366407608,,0.659666175892259,-0.025128660442973915
2025-04-24,0.3888888888888889,2.2857142857142856,1.3333333333333333,17.0,0.0,0.46070162867401493,0.16775918344545795,0.07856908477866084,0.6154123050637531,-0.03644943736159617
2025-09-04,0.3333333333333333,1.8666666666666667,0.8888888888888888,,,0.3658903470554443,0.2377980516411778,,0.7071067809915247,-0.02328196386815308
2026-01-19,0.65,3.6666666666666665,1.3,19.0,0.0,0.3931867576336837,0.22118793370599477,0.07071271732011195,0.5868167562103704,-0.016641633868639535
